count,command,pushing_to_server_required
48150,Removed session,no
48151,USER=root ; COMMAND=,yes
48152,The SSH agent was already initialized,no
48153,"apparmor=""DENIED""",yes
48154,The SSH agent was already initialized,no
48155,session opened,yes
48156,session opened,yes
48157,The SSH agent was already initialized,no
48158,is owned by root and has written permissions to anyone,yes
48159,Removed session,no
48160,Changed attributes:,yes
48161,The SSH agent was already initialized,no
48162,USER=root ; COMMAND=,yes
48163,session closed,no
48164,Removed session,no
48165,Removed session,no
48166,Changed attributes:,yes
48167,USER=root ; COMMAND=,yes
48168,Removed session,no
48169,The Secret Service was already initialized,yes
48170,USER=root ; COMMAND=,yes
48171,Removed session,no
48172,session opened,yes
48173,The Secret Service was already initialized,yes
48174,is owned by root and has written permissions to anyone,yes
48175,session opened,yes
48176,Accepted password for root from ,yes
48177,The SSH agent was already initialized,no
48178,The Secret Service was already initialized,yes
48179,Removed session,no
48180,session opened,yes
48181,Removed session,no
48182,session opened,yes
48183,Accepted password for root from ,yes
48184,Changed attributes:,yes
48185,USER=root ; COMMAND=,yes
48186,Changed attributes:,yes
48187,Accepted password for root from ,yes
48188,Changed attributes:,yes
48189,session opened,yes
48190,The SSH agent was already initialized,no
48191,"apparmor=""DENIED""",yes
48192,Registered Authentication Agent,yes
48193,Removed session,no
48194,session opened,yes
48195,Registered Authentication Agent,yes
48196,"apparmor=""DENIED""",yes
48197,Removed session,no
48198,Accepted password for root from ,yes
48199,Removed session,no
48200,Removed session,no
48201,session opened,yes
48202,Removed session,no
48203,session closed,no
48204,Accepted password for root from ,yes
48205,"apparmor=""DENIED""",yes
48206,Accepted password for root from ,yes
48207,session opened,yes
48208,Registered Authentication Agent,yes
48209,Accepted password for root from ,yes
48210,Changed attributes:,yes
48211,session closed,no
48212,The SSH agent was already initialized,no
48213,session opened,yes
48214,Changed attributes:,yes
48215,is owned by root and has written permissions to anyone,yes
48216,"apparmor=""DENIED""",yes
48217,"apparmor=""DENIED""",yes
48218,Accepted password for root from ,yes
48219,Changed attributes:,yes
48220,session opened,yes
48221,Removed session,no
48222,"apparmor=""DENIED""",yes
48223,"apparmor=""DENIED""",yes
48224,session opened,yes
48225,session closed,no
48226,Removed session,no
48227,Removed session,no
48228,Removed session,no
48229,Removed session,no
48230,Changed attributes:,yes
48231,session opened,yes
48232,Changed attributes:,yes
48233,is owned by root and has written permissions to anyone,yes
48234,Accepted password for root from ,yes
48235,The SSH agent was already initialized,no
48236,Removed session,no
48237,session opened,yes
48238,Accepted password for root from ,yes
48239,Registered Authentication Agent,yes
48240,"apparmor=""DENIED""",yes
48241,Accepted password for root from ,yes
48242,Changed attributes:,yes
48243,Removed session,no
48244,session closed,no
48245,Removed session,no
48246,Removed session,no
48247,"apparmor=""DENIED""",yes
48248,session closed,no
48249,The SSH agent was already initialized,no
48250,Changed attributes:,yes
48251,Changed attributes:,yes
48252,USER=root ; COMMAND=,yes
48253,Removed session,no
48254,"apparmor=""DENIED""",yes
48255,"apparmor=""DENIED""",yes
48256,Registered Authentication Agent,yes
48257,session opened,yes
48258,Accepted password for root from ,yes
48259,session opened,yes
48260,The Secret Service was already initialized,yes
48261,USER=root ; COMMAND=,yes
48262,"apparmor=""DENIED""",yes
48263,"apparmor=""DENIED""",yes
48264,Registered Authentication Agent,yes
48265,The Secret Service was already initialized,yes
48266,The SSH agent was already initialized,no
48267,Changed attributes:,yes
48268,Accepted password for root from ,yes
48269,Accepted password for root from ,yes
48270,Changed attributes:,yes
48271,"apparmor=""DENIED""",yes
48272,Accepted password for root from ,yes
48273,Registered Authentication Agent,yes
48274,The SSH agent was already initialized,no
48275,Removed session,no
48276,is owned by root and has written permissions to anyone,yes
48277,Accepted password for root from ,yes
48278,"apparmor=""DENIED""",yes
48279,Accepted password for root from ,yes
48280,is owned by root and has written permissions to anyone,yes
48281,"apparmor=""DENIED""",yes
48282,Changed attributes:,yes
48283,"apparmor=""DENIED""",yes
48284,is owned by root and has written permissions to anyone,yes
48285,session opened,yes
48286,"apparmor=""DENIED""",yes
48287,session closed,no
48288,Removed session,no
48289,Accepted password for root from ,yes
48290,The Secret Service was already initialized,yes
48291,Accepted password for root from ,yes
48292,"apparmor=""DENIED""",yes
48293,USER=root ; COMMAND=,yes
48294,The SSH agent was already initialized,no
48295,USER=root ; COMMAND=,yes
48296,Accepted password for root from ,yes
48297,Changed attributes:,yes
48298,Removed session,no
48299,The SSH agent was already initialized,no
48300,session closed,no
48301,The SSH agent was already initialized,no
48302,Changed attributes:,yes
48303,session opened,yes
48304,"apparmor=""DENIED""",yes
48305,session opened,yes
48306,Accepted password for root from ,yes
48307,session closed,no
48308,The Secret Service was already initialized,yes
48309,USER=root ; COMMAND=,yes
48310,Changed attributes:,yes
48311,Changed attributes:,yes
48312,The Secret Service was already initialized,yes
48313,Removed session,no
48314,session closed,no
48315,session opened,yes
48316,is owned by root and has written permissions to anyone,yes
48317,Accepted password for root from ,yes
48318,"apparmor=""DENIED""",yes
48319,"apparmor=""DENIED""",yes
48320,session opened,yes
48321,session opened,yes
48322,Changed attributes:,yes
48323,session closed,no
48324,Registered Authentication Agent,yes
48325,is owned by root and has written permissions to anyone,yes
48326,Changed attributes:,yes
48327,session opened,yes
48328,Removed session,no
48329,USER=root ; COMMAND=,yes
48330,The SSH agent was already initialized,no
48331,USER=root ; COMMAND=,yes
48332,Accepted password for root from ,yes
48333,is owned by root and has written permissions to anyone,yes
48334,Registered Authentication Agent,yes
48335,session closed,no
48336,session closed,no
48337,"apparmor=""DENIED""",yes
48338,Accepted password for root from ,yes
48339,The Secret Service was already initialized,yes
48340,"apparmor=""DENIED""",yes
48341,is owned by root and has written permissions to anyone,yes
48342,USER=root ; COMMAND=,yes
48343,USER=root ; COMMAND=,yes
48344,Accepted password for root from ,yes
48345,session opened,yes
48346,Accepted password for root from ,yes
48347,is owned by root and has written permissions to anyone,yes
48348,Accepted password for root from ,yes
48349,is owned by root and has written permissions to anyone,yes
48350,session closed,no
48351,Removed session,no
48352,Changed attributes:,yes
48353,Changed attributes:,yes
48354,"apparmor=""DENIED""",yes
48355,Changed attributes:,yes
48356,Changed attributes:,yes
48357,session closed,no
48358,USER=root ; COMMAND=,yes
48359,Changed attributes:,yes
48360,Accepted password for root from ,yes
48361,"apparmor=""DENIED""",yes
48362,Removed session,no
48363,Removed session,no
48364,Removed session,no
48365,Changed attributes:,yes
48366,Accepted password for root from ,yes
48367,Registered Authentication Agent,yes
48368,"apparmor=""DENIED""",yes
48369,USER=root ; COMMAND=,yes
48370,Registered Authentication Agent,yes
48371,"apparmor=""DENIED""",yes
48372,Changed attributes:,yes
48373,session opened,yes
48374,Accepted password for root from ,yes
48375,"apparmor=""DENIED""",yes
48376,session opened,yes
48377,Accepted password for root from ,yes
48378,Removed session,no
48379,Removed session,no
48380,Accepted password for root from ,yes
48381,"apparmor=""DENIED""",yes
48382,The SSH agent was already initialized,no
48383,The SSH agent was already initialized,no
48384,The SSH agent was already initialized,no
48385,The SSH agent was already initialized,no
48386,Changed attributes:,yes
48387,is owned by root and has written permissions to anyone,yes
48388,is owned by root and has written permissions to anyone,yes
48389,Changed attributes:,yes
48390,Registered Authentication Agent,yes
48391,"apparmor=""DENIED""",yes
48392,Changed attributes:,yes
48393,"apparmor=""DENIED""",yes
48394,"apparmor=""DENIED""",yes
48395,The Secret Service was already initialized,yes
48396,Removed session,no
48397,session closed,no
48398,The Secret Service was already initialized,yes
48399,session opened,yes
48400,Changed attributes:,yes
48401,USER=root ; COMMAND=,yes
48402,"apparmor=""DENIED""",yes
48403,is owned by root and has written permissions to anyone,yes
48404,session closed,no
48405,Removed session,no
48406,The Secret Service was already initialized,yes
48407,session opened,yes
48408,session opened,yes
48409,Changed attributes:,yes
48410,Changed attributes:,yes
48411,Changed attributes:,yes
48412,is owned by root and has written permissions to anyone,yes
48413,"apparmor=""DENIED""",yes
48414,session opened,yes
48415,Accepted password for root from ,yes
48416,is owned by root and has written permissions to anyone,yes
48417,session closed,no
48418,USER=root ; COMMAND=,yes
48419,Removed session,no
48420,"apparmor=""DENIED""",yes
48421,Removed session,no
48422,session closed,no
48423,Changed attributes:,yes
48424,session closed,no
48425,The SSH agent was already initialized,no
48426,is owned by root and has written permissions to anyone,yes
48427,Removed session,no
48428,Removed session,no
48429,is owned by root and has written permissions to anyone,yes
48430,session opened,yes
48431,Registered Authentication Agent,yes
48432,The SSH agent was already initialized,no
48433,Accepted password for root from ,yes
48434,The SSH agent was already initialized,no
48435,USER=root ; COMMAND=,yes
48436,The Secret Service was already initialized,yes
48437,Removed session,no
48438,is owned by root and has written permissions to anyone,yes
48439,The Secret Service was already initialized,yes
48440,Changed attributes:,yes
48441,Registered Authentication Agent,yes
48442,is owned by root and has written permissions to anyone,yes
48443,Accepted password for root from ,yes
48444,session opened,yes
48445,is owned by root and has written permissions to anyone,yes
48446,USER=root ; COMMAND=,yes
48447,Changed attributes:,yes
48448,session opened,yes
48449,session closed,no
48450,Accepted password for root from ,yes
48451,session closed,no
48452,"apparmor=""DENIED""",yes
48453,Removed session,no
48454,Registered Authentication Agent,yes
48455,USER=root ; COMMAND=,yes
48456,USER=root ; COMMAND=,yes
48457,session opened,yes
48458,The Secret Service was already initialized,yes
48459,"apparmor=""DENIED""",yes
48460,is owned by root and has written permissions to anyone,yes
48461,The Secret Service was already initialized,yes
48462,session opened,yes
48463,Changed attributes:,yes
48464,Changed attributes:,yes
48465,session opened,yes
48466,session opened,yes
48467,Removed session,no
48468,"apparmor=""DENIED""",yes
48469,session opened,yes
48470,Changed attributes:,yes
48471,Changed attributes:,yes
48472,session opened,yes
48473,is owned by root and has written permissions to anyone,yes
48474,Removed session,no
48475,session closed,no
48476,session opened,yes
48477,is owned by root and has written permissions to anyone,yes
48478,Removed session,no
48479,Registered Authentication Agent,yes
48480,is owned by root and has written permissions to anyone,yes
48481,Removed session,no
48482,Accepted password for root from ,yes
48483,Registered Authentication Agent,yes
48484,Removed session,no
48485,session opened,yes
48486,"apparmor=""DENIED""",yes
48487,USER=root ; COMMAND=,yes
48488,"apparmor=""DENIED""",yes
48489,"apparmor=""DENIED""",yes
48490,Accepted password for root from ,yes
48491,session opened,yes
48492,USER=root ; COMMAND=,yes
48493,Changed attributes:,yes
48494,session opened,yes
48495,"apparmor=""DENIED""",yes
48496,session closed,no
48497,Changed attributes:,yes
48498,Removed session,no
48499,is owned by root and has written permissions to anyone,yes
48500,is owned by root and has written permissions to anyone,yes
48501,is owned by root and has written permissions to anyone,yes
48502,Removed session,no
48503,Registered Authentication Agent,yes
48504,The SSH agent was already initialized,no
48505,The Secret Service was already initialized,yes
48506,"apparmor=""DENIED""",yes
48507,USER=root ; COMMAND=,yes
48508,Registered Authentication Agent,yes
48509,Removed session,no
48510,Accepted password for root from ,yes
48511,session opened,yes
48512,"apparmor=""DENIED""",yes
48513,session opened,yes
48514,Removed session,no
48515,The Secret Service was already initialized,yes
48516,is owned by root and has written permissions to anyone,yes
48517,Removed session,no
48518,Removed session,no
48519,The SSH agent was already initialized,no
48520,"apparmor=""DENIED""",yes
48521,Removed session,no
48522,Changed attributes:,yes
48523,The Secret Service was already initialized,yes
48524,session closed,no
48525,"apparmor=""DENIED""",yes
48526,is owned by root and has written permissions to anyone,yes
48527,Removed session,no
48528,The SSH agent was already initialized,no
48529,"apparmor=""DENIED""",yes
48530,is owned by root and has written permissions to anyone,yes
48531,is owned by root and has written permissions to anyone,yes
48532,"apparmor=""DENIED""",yes
48533,USER=root ; COMMAND=,yes
48534,is owned by root and has written permissions to anyone,yes
48535,Changed attributes:,yes
48536,The SSH agent was already initialized,no
48537,session closed,no
48538,Changed attributes:,yes
48539,session opened,yes
48540,session opened,yes
48541,The SSH agent was already initialized,no
48542,The SSH agent was already initialized,no
48543,session closed,no
48544,is owned by root and has written permissions to anyone,yes
48545,Registered Authentication Agent,yes
48546,USER=root ; COMMAND=,yes
48547,session opened,yes
48548,Changed attributes:,yes
48549,session opened,yes
48550,"apparmor=""DENIED""",yes
48551,Changed attributes:,yes
48552,Registered Authentication Agent,yes
48553,Changed attributes:,yes
48554,Accepted password for root from ,yes
48555,"apparmor=""DENIED""",yes
48556,"apparmor=""DENIED""",yes
48557,Removed session,no
48558,Changed attributes:,yes
48559,session opened,yes
48560,USER=root ; COMMAND=,yes
48561,Accepted password for root from ,yes
48562,is owned by root and has written permissions to anyone,yes
48563,Removed session,no
48564,Registered Authentication Agent,yes
48565,session closed,no
48566,session closed,no
48567,session closed,no
48568,Registered Authentication Agent,yes
48569,session opened,yes
48570,"apparmor=""DENIED""",yes
48571,"apparmor=""DENIED""",yes
48572,Accepted password for root from ,yes
48573,"apparmor=""DENIED""",yes
48574,The Secret Service was already initialized,yes
48575,Removed session,no
48576,"apparmor=""DENIED""",yes
48577,session closed,no
48578,Removed session,no
48579,USER=root ; COMMAND=,yes
48580,The Secret Service was already initialized,yes
48581,Removed session,no
48582,"apparmor=""DENIED""",yes
48583,Removed session,no
48584,"apparmor=""DENIED""",yes
48585,Registered Authentication Agent,yes
48586,is owned by root and has written permissions to anyone,yes
48587,The Secret Service was already initialized,yes
48588,session opened,yes
48589,Accepted password for root from ,yes
48590,"apparmor=""DENIED""",yes
48591,session opened,yes
48592,Changed attributes:,yes
48593,USER=root ; COMMAND=,yes
48594,Accepted password for root from ,yes
48595,is owned by root and has written permissions to anyone,yes
48596,Accepted password for root from ,yes
48597,Registered Authentication Agent,yes
48598,is owned by root and has written permissions to anyone,yes
48599,"apparmor=""DENIED""",yes
48600,Accepted password for root from ,yes
48601,"apparmor=""DENIED""",yes
48602,is owned by root and has written permissions to anyone,yes
48603,USER=root ; COMMAND=,yes
48604,The SSH agent was already initialized,no
48605,"apparmor=""DENIED""",yes
48606,session opened,yes
48607,Changed attributes:,yes
48608,Changed attributes:,yes
48609,session closed,no
48610,"apparmor=""DENIED""",yes
48611,"apparmor=""DENIED""",yes
48612,Changed attributes:,yes
48613,"apparmor=""DENIED""",yes
48614,The Secret Service was already initialized,yes
48615,Accepted password for root from ,yes
48616,session closed,no
48617,Removed session,no
48618,The SSH agent was already initialized,no
48619,Accepted password for root from ,yes
48620,"apparmor=""DENIED""",yes
48621,Changed attributes:,yes
48622,session opened,yes
48623,The Secret Service was already initialized,yes
48624,Registered Authentication Agent,yes
48625,"apparmor=""DENIED""",yes
48626,Accepted password for root from ,yes
48627,Changed attributes:,yes
48628,USER=root ; COMMAND=,yes
48629,Changed attributes:,yes
48630,Changed attributes:,yes
48631,"apparmor=""DENIED""",yes
48632,"apparmor=""DENIED""",yes
48633,The Secret Service was already initialized,yes
48634,is owned by root and has written permissions to anyone,yes
48635,Removed session,no
48636,session opened,yes
48637,Accepted password for root from ,yes
48638,Changed attributes:,yes
48639,The Secret Service was already initialized,yes
48640,The SSH agent was already initialized,no
48641,Accepted password for root from ,yes
48642,The Secret Service was already initialized,yes
48643,Accepted password for root from ,yes
48644,Accepted password for root from ,yes
48645,Accepted password for root from ,yes
48646,Changed attributes:,yes
48647,is owned by root and has written permissions to anyone,yes
48648,The SSH agent was already initialized,no
48649,"apparmor=""DENIED""",yes
48650,Accepted password for root from ,yes
48651,Registered Authentication Agent,yes
48652,Removed session,no
48653,The SSH agent was already initialized,no
48654,Registered Authentication Agent,yes
48655,session opened,yes
48656,Removed session,no
48657,Removed session,no
48658,Removed session,no
48659,Removed session,no
48660,session opened,yes
48661,The Secret Service was already initialized,yes
48662,session opened,yes
48663,session opened,yes
48664,"apparmor=""DENIED""",yes
48665,Registered Authentication Agent,yes
48666,Removed session,no
48667,Accepted password for root from ,yes
48668,The SSH agent was already initialized,no
48669,Accepted password for root from ,yes
48670,session opened,yes
48671,session closed,no
48672,Registered Authentication Agent,yes
48673,Removed session,no
48674,Accepted password for root from ,yes
48675,session opened,yes
48676,Changed attributes:,yes
48677,"apparmor=""DENIED""",yes
48678,Changed attributes:,yes
48679,Accepted password for root from ,yes
48680,Removed session,no
48681,session opened,yes
48682,"apparmor=""DENIED""",yes
48683,Accepted password for root from ,yes
48684,Accepted password for root from ,yes
48685,Changed attributes:,yes
48686,Accepted password for root from ,yes
48687,Removed session,no
48688,is owned by root and has written permissions to anyone,yes
48689,Changed attributes:,yes
48690,Removed session,no
48691,"apparmor=""DENIED""",yes
48692,Registered Authentication Agent,yes
48693,"apparmor=""DENIED""",yes
48694,"apparmor=""DENIED""",yes
48695,The Secret Service was already initialized,yes
48696,Accepted password for root from ,yes
48697,Changed attributes:,yes
48698,Changed attributes:,yes
48699,session opened,yes
48700,Removed session,no
48701,Accepted password for root from ,yes
48702,Accepted password for root from ,yes
48703,session opened,yes
48704,Removed session,no
48705,session opened,yes
48706,Removed session,no
48707,is owned by root and has written permissions to anyone,yes
48708,The Secret Service was already initialized,yes
48709,"apparmor=""DENIED""",yes
48710,Accepted password for root from ,yes
48711,"apparmor=""DENIED""",yes
48712,session opened,yes
48713,Accepted password for root from ,yes
48714,Accepted password for root from ,yes
48715,session closed,no
48716,Accepted password for root from ,yes
48717,USER=root ; COMMAND=,yes
48718,Removed session,no
48719,session opened,yes
48720,Removed session,no
48721,"apparmor=""DENIED""",yes
48722,"apparmor=""DENIED""",yes
48723,session opened,yes
48724,Registered Authentication Agent,yes
48725,Removed session,no
48726,Accepted password for root from ,yes
48727,The SSH agent was already initialized,no
48728,session opened,yes
48729,Registered Authentication Agent,yes
48730,"apparmor=""DENIED""",yes
48731,session closed,no
48732,Changed attributes:,yes
48733,The Secret Service was already initialized,yes
48734,session closed,no
48735,USER=root ; COMMAND=,yes
48736,Changed attributes:,yes
48737,session closed,no
48738,"apparmor=""DENIED""",yes
48739,Removed session,no
48740,"apparmor=""DENIED""",yes
48741,Accepted password for root from ,yes
48742,"apparmor=""DENIED""",yes
48743,Accepted password for root from ,yes
48744,Removed session,no
48745,Changed attributes:,yes
48746,The Secret Service was already initialized,yes
48747,session opened,yes
48748,Changed attributes:,yes
48749,Accepted password for root from ,yes
48750,Registered Authentication Agent,yes
48751,"apparmor=""DENIED""",yes
48752,session closed,no
48753,The SSH agent was already initialized,no
48754,"apparmor=""DENIED""",yes
48755,Changed attributes:,yes
48756,Registered Authentication Agent,yes
48757,session closed,no
48758,is owned by root and has written permissions to anyone,yes
48759,session opened,yes
48760,Removed session,no
48761,Accepted password for root from ,yes
48762,Registered Authentication Agent,yes
48763,"apparmor=""DENIED""",yes
48764,Removed session,no
48765,The SSH agent was already initialized,no
48766,"apparmor=""DENIED""",yes
48767,Removed session,no
48768,"apparmor=""DENIED""",yes
48769,session opened,yes
48770,USER=root ; COMMAND=,yes
48771,session opened,yes
48772,"apparmor=""DENIED""",yes
48773,"apparmor=""DENIED""",yes
48774,Changed attributes:,yes
48775,"apparmor=""DENIED""",yes
48776,Changed attributes:,yes
48777,"apparmor=""DENIED""",yes
48778,is owned by root and has written permissions to anyone,yes
48779,Accepted password for root from ,yes
48780,The SSH agent was already initialized,no
48781,"apparmor=""DENIED""",yes
48782,Removed session,no
48783,Removed session,no
48784,Changed attributes:,yes
48785,"apparmor=""DENIED""",yes
48786,is owned by root and has written permissions to anyone,yes
48787,Changed attributes:,yes
48788,Registered Authentication Agent,yes
48789,Removed session,no
48790,Accepted password for root from ,yes
48791,Accepted password for root from ,yes
48792,The SSH agent was already initialized,no
48793,Changed attributes:,yes
48794,session closed,no
48795,"apparmor=""DENIED""",yes
48796,Removed session,no
48797,Accepted password for root from ,yes
48798,"apparmor=""DENIED""",yes
48799,Changed attributes:,yes
48800,Changed attributes:,yes
48801,Removed session,no
48802,Registered Authentication Agent,yes
48803,"apparmor=""DENIED""",yes
48804,Changed attributes:,yes
48805,The SSH agent was already initialized,no
48806,Changed attributes:,yes
48807,USER=root ; COMMAND=,yes
48808,session opened,yes
48809,The SSH agent was already initialized,no
48810,Changed attributes:,yes
48811,Accepted password for root from ,yes
48812,Accepted password for root from ,yes
48813,Changed attributes:,yes
48814,Removed session,no
48815,Removed session,no
48816,The Secret Service was already initialized,yes
48817,session closed,no
48818,session opened,yes
48819,session opened,yes
48820,Removed session,no
48821,The SSH agent was already initialized,no
48822,"apparmor=""DENIED""",yes
48823,is owned by root and has written permissions to anyone,yes
48824,Changed attributes:,yes
48825,session opened,yes
48826,session closed,no
48827,"apparmor=""DENIED""",yes
48828,session closed,no
48829,Accepted password for root from ,yes
48830,USER=root ; COMMAND=,yes
48831,Removed session,no
48832,Registered Authentication Agent,yes
48833,Removed session,no
48834,Removed session,no
48835,"apparmor=""DENIED""",yes
48836,The SSH agent was already initialized,no
48837,Removed session,no
48838,Accepted password for root from ,yes
48839,The SSH agent was already initialized,no
48840,session opened,yes
48841,Accepted password for root from ,yes
48842,Changed attributes:,yes
48843,Removed session,no
48844,session opened,yes
48845,The Secret Service was already initialized,yes
48846,Removed session,no
48847,The SSH agent was already initialized,no
48848,session opened,yes
48849,is owned by root and has written permissions to anyone,yes
48850,The SSH agent was already initialized,no
48851,USER=root ; COMMAND=,yes
48852,is owned by root and has written permissions to anyone,yes
48853,USER=root ; COMMAND=,yes
48854,session opened,yes
48855,Removed session,no
48856,Accepted password for root from ,yes
48857,session opened,yes
48858,Accepted password for root from ,yes
48859,session closed,no
48860,Changed attributes:,yes
48861,Accepted password for root from ,yes
48862,session opened,yes
48863,Registered Authentication Agent,yes
48864,The Secret Service was already initialized,yes
48865,session opened,yes
48866,session opened,yes
48867,The Secret Service was already initialized,yes
48868,Removed session,no
48869,"apparmor=""DENIED""",yes
48870,session opened,yes
48871,Changed attributes:,yes
48872,Removed session,no
48873,session opened,yes
48874,"apparmor=""DENIED""",yes
48875,The SSH agent was already initialized,no
48876,Registered Authentication Agent,yes
48877,Accepted password for root from ,yes
48878,"apparmor=""DENIED""",yes
48879,Accepted password for root from ,yes
48880,"apparmor=""DENIED""",yes
48881,"apparmor=""DENIED""",yes
48882,Accepted password for root from ,yes
48883,Accepted password for root from ,yes
48884,Removed session,no
48885,Removed session,no
48886,The Secret Service was already initialized,yes
48887,session closed,no
48888,"apparmor=""DENIED""",yes
48889,Accepted password for root from ,yes
48890,USER=root ; COMMAND=,yes
48891,session closed,no
48892,is owned by root and has written permissions to anyone,yes
48893,Removed session,no
48894,The Secret Service was already initialized,yes
48895,Accepted password for root from ,yes
48896,is owned by root and has written permissions to anyone,yes
48897,session closed,no
48898,USER=root ; COMMAND=,yes
48899,Accepted password for root from ,yes
48900,session opened,yes
48901,session closed,no
48902,USER=root ; COMMAND=,yes
48903,Changed attributes:,yes
48904,The Secret Service was already initialized,yes
48905,session opened,yes
48906,Registered Authentication Agent,yes
48907,Changed attributes:,yes
48908,session closed,no
48909,USER=root ; COMMAND=,yes
48910,"apparmor=""DENIED""",yes
48911,Removed session,no
48912,session opened,yes
48913,The SSH agent was already initialized,no
48914,USER=root ; COMMAND=,yes
48915,"apparmor=""DENIED""",yes
48916,"apparmor=""DENIED""",yes
48917,session opened,yes
48918,is owned by root and has written permissions to anyone,yes
48919,"apparmor=""DENIED""",yes
48920,is owned by root and has written permissions to anyone,yes
48921,Changed attributes:,yes
48922,Removed session,no
48923,Registered Authentication Agent,yes
48924,Registered Authentication Agent,yes
48925,Removed session,no
48926,The SSH agent was already initialized,no
48927,session opened,yes
48928,Changed attributes:,yes
48929,Changed attributes:,yes
48930,"apparmor=""DENIED""",yes
48931,Removed session,no
48932,The Secret Service was already initialized,yes
48933,session opened,yes
48934,is owned by root and has written permissions to anyone,yes
48935,The SSH agent was already initialized,no
48936,Removed session,no
48937,USER=root ; COMMAND=,yes
48938,"apparmor=""DENIED""",yes
48939,Changed attributes:,yes
48940,session closed,no
48941,Accepted password for root from ,yes
48942,session opened,yes
48943,The SSH agent was already initialized,no
48944,The SSH agent was already initialized,no
48945,USER=root ; COMMAND=,yes
48946,Registered Authentication Agent,yes
48947,Removed session,no
48948,"apparmor=""DENIED""",yes
48949,Changed attributes:,yes
48950,session opened,yes
48951,Removed session,no
48952,"apparmor=""DENIED""",yes
48953,USER=root ; COMMAND=,yes
48954,Registered Authentication Agent,yes
48955,Accepted password for root from ,yes
48956,Accepted password for root from ,yes
48957,The SSH agent was already initialized,no
48958,"apparmor=""DENIED""",yes
48959,is owned by root and has written permissions to anyone,yes
48960,The Secret Service was already initialized,yes
48961,The SSH agent was already initialized,no
48962,The SSH agent was already initialized,no
48963,is owned by root and has written permissions to anyone,yes
48964,"apparmor=""DENIED""",yes
48965,Accepted password for root from ,yes
48966,Accepted password for root from ,yes
48967,session closed,no
48968,Removed session,no
48969,session closed,no
48970,"apparmor=""DENIED""",yes
48971,The SSH agent was already initialized,no
48972,The Secret Service was already initialized,yes
48973,Removed session,no
48974,session closed,no
48975,session opened,yes
48976,"apparmor=""DENIED""",yes
48977,Registered Authentication Agent,yes
48978,Accepted password for root from ,yes
48979,session closed,no
48980,Accepted password for root from ,yes
48981,Registered Authentication Agent,yes
48982,The Secret Service was already initialized,yes
48983,"apparmor=""DENIED""",yes
48984,"apparmor=""DENIED""",yes
48985,Accepted password for root from ,yes
48986,Accepted password for root from ,yes
48987,Removed session,no
48988,session opened,yes
48989,Accepted password for root from ,yes
48990,Removed session,no
48991,The SSH agent was already initialized,no
48992,session opened,yes
48993,Removed session,no
48994,session opened,yes
48995,"apparmor=""DENIED""",yes
48996,USER=root ; COMMAND=,yes
48997,Changed attributes:,yes
48998,"apparmor=""DENIED""",yes
48999,is owned by root and has written permissions to anyone,yes
49000,Removed session,no
49001,Removed session,no
49002,"apparmor=""DENIED""",yes
49003,Removed session,no
49004,The SSH agent was already initialized,no
49005,"apparmor=""DENIED""",yes
49006,session closed,no
49007,Changed attributes:,yes
49008,is owned by root and has written permissions to anyone,yes
49009,Accepted password for root from ,yes
49010,The SSH agent was already initialized,no
49011,The Secret Service was already initialized,yes
49012,Removed session,no
49013,session closed,no
49014,The Secret Service was already initialized,yes
49015,Registered Authentication Agent,yes
49016,"apparmor=""DENIED""",yes
49017,Accepted password for root from ,yes
49018,session opened,yes
49019,The Secret Service was already initialized,yes
49020,session closed,no
49021,Removed session,no
49022,Removed session,no
49023,"apparmor=""DENIED""",yes
49024,Registered Authentication Agent,yes
49025,Changed attributes:,yes
49026,USER=root ; COMMAND=,yes
49027,session closed,no
49028,"apparmor=""DENIED""",yes
49029,"apparmor=""DENIED""",yes
49030,"apparmor=""DENIED""",yes
49031,is owned by root and has written permissions to anyone,yes
49032,Registered Authentication Agent,yes
49033,Accepted password for root from ,yes
49034,USER=root ; COMMAND=,yes
49035,Changed attributes:,yes
49036,"apparmor=""DENIED""",yes
49037,Accepted password for root from ,yes
49038,Removed session,no
49039,session opened,yes
49040,"apparmor=""DENIED""",yes
49041,Changed attributes:,yes
49042,session opened,yes
49043,"apparmor=""DENIED""",yes
49044,session opened,yes
49045,Accepted password for root from ,yes
49046,Changed attributes:,yes
49047,is owned by root and has written permissions to anyone,yes
49048,session opened,yes
49049,The SSH agent was already initialized,no
49050,"apparmor=""DENIED""",yes
49051,"apparmor=""DENIED""",yes
49052,is owned by root and has written permissions to anyone,yes
49053,The SSH agent was already initialized,no
49054,Changed attributes:,yes
49055,Registered Authentication Agent,yes
49056,Changed attributes:,yes
49057,session opened,yes
49058,"apparmor=""DENIED""",yes
49059,is owned by root and has written permissions to anyone,yes
49060,Registered Authentication Agent,yes
49061,Registered Authentication Agent,yes
49062,Changed attributes:,yes
49063,session opened,yes
49064,Registered Authentication Agent,yes
49065,session closed,no
49066,"apparmor=""DENIED""",yes
49067,Accepted password for root from ,yes
49068,session closed,no
49069,The SSH agent was already initialized,no
49070,USER=root ; COMMAND=,yes
49071,The Secret Service was already initialized,yes
49072,Accepted password for root from ,yes
49073,Changed attributes:,yes
49074,USER=root ; COMMAND=,yes
49075,is owned by root and has written permissions to anyone,yes
49076,session opened,yes
49077,session opened,yes
